"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","topic","topic_probability"
2097,"my navel piercing tore a bit when i was forcing my dog into the bed of my truck my fault i know it looks to be healing yay!","my navel piercing tore a bit when i was forcing my dog into the bed of my truck my fault i know it looks to be healing yay!",2009-04-06,"TexasVegetarian",0,"Neutral","Neutral","Trust",0,1,0,0,1,1,0,2,FALSE,0,1,0.224137931034483
2098,"reading buyology before bedtime great premise but only turning out to be an quot ok quot book lots of info i already knew","reading buyology before bedtime great premise but only turning out to be an quot ok quot book lots of info i already knew",2009-04-06,"grinc",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.229508196721311
2099,"i am not a fan of sleeping alone baby boo","i am not a fan of sleeping alone baby boo",2009-04-07,"StellyJ",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,2,0.236363636363636
2100,"caught myself looking up the iphone promised i wouldn't torcher myself as i still have months left on my current contract","caught myself looking up the iphone promised i wouldn't torcher myself as i still have months left on my current contract",2009-04-07,"keefster",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.25
2101,"ugh now i have that song in my head! trey offered us quot all access quot to his next dance party sounds kinda sleazy?","ugh now i have that song in my head! trey offered us quot all access quot to his next dance party sounds kinda sleazy?",2009-04-06,"staceyxvx",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,3,0.238095238095238
2102,"t t need more sleep but my body wont let me so i will draw instead lt","t t need more sleep but my body wont let me so i will draw instead lt",2009-04-07,"christeeeny",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,2,0.224137931034483
2103,"hahahahahah i can easily make ice milo but its just not the same","hahahahahah i can easily make ice milo but its just not the same",2009-04-06,"natdigsyou",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,4,0.236363636363636
2104,"is hoping the posty delivers my pink tickets","is hoping the posty delivers my pink tickets",2009-04-07,"djsiddall",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
2105,"hey? where r u? still in irish pub in rome?","hey? where r u? still in irish pub in rome?",2009-04-07,"akella",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.226415094339623
2106,"so sleeepyy finally the load of laundry i had to get done is done good night everyone","so sleeepyy finally the load of laundry i had to get done is done good night everyone",2009-04-06,"Jigglian",1.5,"Positive","Mild Positive","Anticipation",0,2,1,0,2,0,2,2,FALSE,12.5,3,0.254237288135593
2107,"is tireddddddd want to sleep but i have an assignment to finish and an exam tomorrow to study for","is tireddddddd want to sleep but i have an assignment to finish and an exam tomorrow to study for",2009-04-06,"calliott",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,4,0.210526315789474
2108,"jep i could use some sleep","jep i could use some sleep",2009-04-07,"KayLeeLa",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
2109,"thanks for those","thanks for those",2009-04-06,"leoh1llary",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.215686274509804
2110,"i'm missing you babe but as long as your alive i'm happy yawwwnn i'm tired my love imma try to sleep hopefully you had a headstart","i'm missing you babe but as long as your alive i'm happy yawwwnn i'm tired my love imma try to sleep hopefully you had a headstart",2009-04-06,"bnr0201",1,"Positive","Mild Positive","Anticipation",0,3,0,1,3,1,0,2,TRUE,25,3,0.233333333333333
2111,"dang i'll get house off itunes i hear it was a devastating episode","dang i'll get house off itunes i hear it was a devastating episode",2009-04-06,"Wyldceltic1",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,1,FALSE,0,2,0.228070175438596
2112,"hope your ok","hope your ok",2009-04-06,"ashleyirvin",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,5,0.215686274509804
2113,"never again will i click on a link that screams quot i'm a spider i'm a spider quot i should have known better yucky","never again will i click on a link that screams quot i'm a spider i'm a spider quot i should have known better yucky",2009-04-06,"vibratoria",0,"Neutral","Neutral","Disgust",0,0,1,1,0,0,0,0,FALSE,25,3,0.23728813559322
2114,"i havent slept a wink severe insomnia arghhhh why!!!","i havent slept a wink severe insomnia arghhhh why!!!",2009-04-07,"pazvip",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,5,0.207547169811321
2115,"look closely at the sign ?","look closely at the sign ?",2009-04-06,"cookie_mnstr",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.230769230769231
2116,"um i bought my shit from the koreans its oach highest quality out there baby i paid an extra get a real tag sewed in","um i bought my shit from the koreans its oach highest quality out there baby i paid an extra get a real tag sewed in",2009-04-06,"_anahs",0,"Neutral","Neutral","Joy",1,1,1,1,2,0,1,1,FALSE,0,2,0.233333333333333
2117,"lt branded","lt branded",2009-04-06,"rbuerckner",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
2118,"omg my mouth is in so much pain i just wanna sleep untill its time to take my braces off","omg my mouth is in so much pain i just wanna sleep untill its time to take my braces off",2009-04-06,"chimshar",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,1,1,0,FALSE,0,2,0.220338983050847
2119,"brb fedexing my application to you!","brb fedexing my application to you!",2009-04-06,"jinime",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.211538461538462
2120,"i'm good! had some very strange dreams last night but hey dreamin' means i'm sleepin' how's you this morning?","i'm good! had some very strange dreams last night but hey dreamin' means i'm sleepin' how's you this morning?",2009-04-06,"fra66le",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,25,3,0.233333333333333
2121,"sooo crazy that its ur middle of the day and i'm bout to go to sleep! haha hope all is well! buy any new kicks?! lol hollleer","sooo crazy that its ur middle of the day and i'm bout to go to sleep! haha hope all is well! buy any new kicks?! lol hollleer",2009-04-07,"jeenifer",0,"Neutral","Neutral","Anger",2,1,0,1,1,1,1,1,FALSE,12.5,5,0.225806451612903
2122,"your material is inventive intelligent and absolutely hilarious gt can't wait for the new season of curb","your material is inventive intelligent and absolutely hilarious gt can't wait for the new season of curb",2009-04-06,"winter78200",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,12.5,4,0.228070175438596
2123,"wrote exactly three lines of dialogue tonight then gave up","wrote exactly three lines of dialogue tonight then gave up",2009-04-06,"gamwyn",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,2,0.25
2124,"tweet something damn it! and hang out with me please?","tweet something damn it! and hang out with me please?",2009-04-06,"Jeffficus",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,0,3,0.236363636363636
2125,"is home from work","is home from work",2009-04-06,"seriouslyben",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.230769230769231
2126,"no no notice they told me i'd be working tomorrow and then i called the agency to follow up and they said it was over","no no notice they told me i'd be working tomorrow and then i called the agency to follow up and they said it was over",2009-04-06,"wiccabuffy",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,5,0.206896551724138
2127,"is again in the math lab","is again in the math lab",2009-04-07,"Sucalakafufu",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.230769230769231
2128,"when u move back to jersey its gonna be better","when u move back to jersey its gonna be better",2009-04-06,"JaysonBronson",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.218181818181818
2129,"off to bed now sick n can't sleep but will try w help of meds s","off to bed now sick n can't sleep but will try w help of meds s",2009-04-06,"melychica",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,12.5,2,0.220338983050847
2130,"damn my pc has completely given out this sucks","damn my pc has completely given out this sucks",2009-04-07,"ffmusicdj",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,4,0.222222222222222
2131,"cool well done frankie","cool well done frankie",2009-04-06,"Clethena",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
2132,"not feeling well again stupid migraine making my tummy upset and my whole body aches shoot me now","not feeling well again stupid migraine making my tummy upset and my whole body aches shoot me now",2009-04-06,"earthtoryann",2,"Positive","Mild Positive","Anger",3,1,1,2,1,2,1,1,FALSE,0,4,0.225806451612903
2133,"i'm laying in bed facing the wall and trying to relax but i'm hearing so many things plus the air conditioning sound is so louad","i'm laying in bed facing the wall and trying to relax but i'm hearing so many things plus the air conditioning sound is so louad",2009-04-07,"Husain_Nemer",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,25,3,0.245901639344262
2134,"i keep forgetting you are in a different time zone than normal! i see your 'tweets' about the morning when it's 45pm here!","i keep forgetting you are in a different time zone than normal! i see your 'tweets' about the morning when it's 45pm here!",2009-04-06,"briannaknt",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,3,0.271186440677966
2135,"i'm over it but accutely aware that only bob will ever know that","i'm over it but accutely aware that only bob will ever know that",2009-04-07,"MarcyLA",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,1,0.236363636363636
2136,"please fix this because it brakes all external twitter avatar searches","please fix this because it brakes all external twitter avatar searches",2009-04-06,"webmyc",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.218181818181818
2137,"testing out my dsi on this site it rocks","testing out my dsi on this site it rocks",2009-04-06,"Spectral_Hunter",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.226415094339623
2138,"just working again we gonna digitalhero some ship today","just working again we gonna digitalhero some ship today",2009-04-06,"digitalhero09",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,1,0.236363636363636
2139,"awh damn! my puppy has ticks","awh damn! my puppy has ticks",2009-04-06,"ayeVivian",0,"Neutral","Neutral","Anger",1,1,1,0,0,0,0,1,FALSE,0,4,0.207547169811321
2140,"masha is alone and sad","masha is alone and sad",2009-04-07,"catbook",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.211538461538462
2141,"lamb chowmein for dinner tonight hhhmmm with slightly roasted buttered dinner rolls! yum yum yum so hungry","lamb chowmein for dinner tonight hhhmmm with slightly roasted buttered dinner rolls! yum yum yum so hungry",2009-04-06,"LilySparkles",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,5,0.266666666666667
2142,"gonna try to get some sleep in this hotel room","gonna try to get some sleep in this hotel room",2009-04-06,"joiette",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.232142857142857
2143,"failed physics test what a homo keeen for the holidays days to go","failed physics test what a homo keeen for the holidays days to go",2009-04-06,"nicole_land",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.240740740740741
2144,"ongina perhaps? contestant in rupaul's drag race","ongina perhaps? contestant in rupaul's drag race",2009-04-07,"SEAF2009",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.245283018867925
2145,"still buzzing from sietar thanks to for pushing the old boundaries boy someone could make money off a twitter manual","still buzzing from sietar thanks to for pushing the old boundaries boy someone could make money off a twitter manual",2009-04-06,"guate07",0,"Neutral","Neutral","Trust",1,1,1,0,1,0,1,2,FALSE,0,5,0.220338983050847
2146,"urgh it was just the video and they cut the robots part!!!","urgh it was just the video and they cut the robots part!!!",2009-04-06,"JustJames_",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.254545454545455
2147,"why were u sleeping?! ur gonna be up all night now how was ur bike ride?","why were u sleeping?! ur gonna be up all night now how was ur bike ride?",2009-04-06,"hernameisXstine",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.232142857142857
2148,"i'm always here juliet always i will always be right where i've always been outside your window","i'm always here juliet always i will always be right where i've always been outside your window",2009-04-07,"alltimealex",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,1,0.305084745762712
2149,"goodnight everyone","goodnight everyone",2009-04-07,"biggestbaseball",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.211538461538462
2150,"i reaaly miss john mayer's twitters fuck rude people remove him if you don't like his tweets bitchfucks","i reaaly miss john mayer's twitters fuck rude people remove him if you don't like his tweets bitchfucks",2009-04-06,"jmbirney",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,5,0.213114754098361
2151,"humm the istore had alot of similiar reqs maybe you should head their way","humm the istore had alot of similiar reqs maybe you should head their way",2009-04-06,"pratama",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.222222222222222
2152,"lmao footlong you're retarded","lmao footlong you're retarded",2009-04-06,"DiVaDeONNA",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.230769230769231
2153,"too bad you couldn't wait another month or so for me to sell mine","too bad you couldn't wait another month or so for me to sell mine",2009-04-07,"teleken",-1.5,"Negative","Mild Negative","Anger",1,1,1,1,0,1,0,0,FALSE,12.5,2,0.228070175438596
2154,"just saw some snow flakes","just saw some snow flakes",2009-04-07,"team222badbrad",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.207547169811321
2155,"i dunno how to use the forum and i get frustrated with it i'll miss talking to you on here","i dunno how to use the forum and i get frustrated with it i'll miss talking to you on here",2009-04-06,"The_B_Ho_Show",-1,"Negative","Mild Negative","Anger",1,0,0,0,0,0,0,0,FALSE,0,4,0.210526315789474
2156,"sf bay area rides i want a ride please sc gt la santa cruz anyone perhaps going to l","sf bay area rides i want a ride please sc gt la santa cruz anyone perhaps going to l",2009-04-07,"Rideshare_USA",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.254237288135593
2157,"too cute for words","too cute for words",2009-04-07,"KaylaMari",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,0,FALSE,0,1,0.230769230769231
2158,"i'll be in bxl tomorrow so if you would have gone back tomorrow eve we could train together but thursday will be a bit late","i'll be in bxl tomorrow so if you would have gone back tomorrow eve we could train together but thursday will be a bit late",2009-04-07,"sndrspk",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,1,0,0,FALSE,12.5,3,0.225806451612903
